Column1,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,TruePlot,SiteCode,FireFreq,ConcatenatedPlot,Plot,ConcatPlot2,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb,Fire Frequency Category
63234,Schizachyrium tenerum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Schizachyrium tenerum,Schizachyrium,tenerum,Poaceae,am,Medium
63235,Setaria corrugata,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Setaria corrugata,Setaria,corrugata,Poaceae,am,Medium
63236,Sorghastrum elliottii,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Sorghastrum elliottii,Sorghastrum,elliottii,Poaceae,am,Medium
63237,Tridens flavus,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Tridens flavus,Tridens,flavus,Poaceae,am,Medium
63238,Rubus cuneifolius,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Rubus cuneifolius,Rubus,cuneifolius,Rosaceae,am,Medium
63239,Prunus angustifolia,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Prunus angustifolia,Prunus,angustifolia,Rosaceae,am,Medium
63240,Prunus serotina,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Prunus serotina,Prunus,serotina,Rosaceae,am,Medium
63241,Rubus argutus,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Rubus argutus,Rubus,argutus,Rosaceae,am,Medium
63242,Rubus trivialis,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Rubus trivialis,Rubus,trivialis,Rosaceae,am,Medium
63243,Diodia teres,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Diodella teres,Diodella,teres,Rubiaceae,am,Medium
63244,Galium pilosum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Galium pilosum,Galium,pilosum,Rubiaceae,am,Medium
63245,Smilax bona-nox,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Smilax bona-nox,Smilax,bona-nox,Smilacaceae,am,Medium
63246,Smilax glauca,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Smilax glauca,Smilax,glauca,Smilacaceae,am,Medium
63247,Smilax smallii,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Smilax maritima,Smilax,maritima,Smilacaceae,am,Medium
63248,Physalis arenicola,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Physalis arenicola,Physalis,arenicola,Solanaceae,am,Medium
63249,Parthenocissus quinquefolia,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Parthenocissus quinquefolia,Parthenocissus,quinquefolia,Vitaceae,am,Medium
63250,Vitis rotundifolia,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W2C,U,0.5,W2CU-0.5,W2CU-0.5,W2C-0.5,23.5,47,1960,2007,P,FEB-APR,Vitis rotundifolia,Vitis,rotundifolia,Vitaceae,am,Medium
62645,Liquidambar styraciflua,7.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Liquidambar styraciflua,Liquidambar,styraciflua,Altingiaceae,am,Medium
62646,Rhus copallinum,1.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Rhus copallinum,Rhus,copallinum,Anacardiaceae,am,Medium
62647,Toxicodendron radicans,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Toxicodendron radicans,Toxicodendron,radicans,Anacardiaceae,am,Medium
62648,Sanicula canadensis,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Sanicula canadensis,Sanicula,canadensis,Apiaceae,am,Medium
62649,Gonolobus suberosus,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Gonolobus suberosus,Gonolobus,suberosus,Apocynaceae,am,Medium
62650,Asclepias tuberosa,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Asclepias tuberosa,Asclepias,tuberosa,Apocynaceae,am,Medium
62651,Aralia spinosa,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Aralia spinosa,Aralia,spinosa,Araliaceae,am,Medium
62652,Aristolochia serpentaria,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Aristolochia serpentaria,Aristolochia,serpentaria,Aristolochiaceae,am,Medium
62653,Celtis laevigata,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Celtis laevigata,Celtis,laevigata,Cannabaceae,am,Medium
62654,Commelina erecta,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Commelina erecta,Commelina,erecta,Commelinaceae,am,Medium
62655,Ageratina aromatica,1.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Ageratina aromatica,Ageratina,aromatica,Compositae,am,Medium
62656,Elephantopus elatus,1.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Elephantopus elatus,Elephantopus,elatus,Compositae,am,Medium
62657,Ambrosia artemisiifolia,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Ambrosia artemisiifolia,Ambrosia,artemisiifolia,Compositae,am,Medium
62658,Conoclinium coelestinum,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Conoclinium coelestinum,Conoclinium,coelestinum,Compositae,am,Medium
62659,Aster tortifolius,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Xylorhiza tortifolia,Xylorhiza,tortifolia,Compositae,am,Medium
62660,Bidens bipinnata,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Bidens bipinnata,Bidens,bipinnata,Compositae,am,Medium
62661,Elephantopus carolinianus,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Elephantopus carolinianus,Elephantopus,carolinianus,Compositae,am,Medium
62662,Eupatorium compositifolium,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Eupatorium compositifolium,Eupatorium,compositifolium,Compositae,am,Medium
62663,Eupatorium hyssopifolium,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Eupatorium hyssopifolium,Eupatorium,hyssopifolium,Compositae,am,Medium
62664,Fleischmannia incarnata,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Fleischmannia incarnata,Fleischmannia,incarnata,Compositae,am,Medium
62665,Helianthus strumosus,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Helianthus hirsutus,Helianthus,hirsutus,Compositae,am,Medium
62666,Hieracium gronovii,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Hieracium gronovii,Hieracium,gronovii,Compositae,am,Medium
62667,Lactuca graminifolia,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Lactuca graminifolia,Lactuca,graminifolia,Compositae,am,Medium
62668,Smallanthus uvedalia,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Smallanthus uvedalia,Smallanthus,uvedalia,Compositae,am,Medium
62669,Solidago canadensis,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Solidago canadensis,Solidago,canadensis,Compositae,am,Medium
62670,Solidago nemoralis,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Solidago nemoralis,Solidago,nemoralis,Compositae,am,Medium
62671,Solidago odora,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Solidago odora,Solidago,odora,Compositae,am,Medium
62672,Symphyotrichum dumosum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Symphyotrichum dumosum,Symphyotrichum,dumosum,Compositae,am,Medium
62673,Symphyotrichum lateriflorum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Symphyotrichum lateriflorum,Symphyotrichum,lateriflorum,Compositae,am,Medium
62674,Vernonia ovalifolia,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Vernonia gigantea,Vernonia,gigantea,Compositae,am,Medium
62675,Ipomoea pandurata,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Ipomoea pandurata,Ipomoea,pandurata,Convolvulaceae,am,Medium
62676,Cornus florida,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Cornus florida,Cornus,florida,Cornaceae,am,Medium
62677,Nyssa sylvatica,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Nyssa sylvatica,Nyssa,sylvatica,Cornaceae,am,Medium
62678,Melothria pendula,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Melothria pendula,Melothria,pendula,Cucurbitaceae,am,Medium
62679,Scleria oligantha,1.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Scleria oligantha,Scleria,oligantha,Cyperaceae,am,Medium
62680,Carex floridana,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Carex floridana,Carex,floridana,Cyperaceae,am,Medium
62681,Cyperus plukenetii,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Cyperus plukenetii,Cyperus,plukenetii,Cyperaceae,am,Medium
62682,Cyperus retrorsus,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Cyperus retrorsus,Cyperus,retrorsus,Cyperaceae,am,Medium
62683,Scleria ciliata,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Scleria ciliata,Scleria,ciliata,Cyperaceae,am,Medium
62684,Diospyros virginiana,1.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Diospyros virginiana,Diospyros,virginiana,Ebenaceae,am,Medium
62685,Vaccinium arboreum,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Vaccinium arboreum,Vaccinium,arboreum,Ericaceae,erm,Medium
62686,Monotropa uniflora,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Monotropa uniflora,Monotropa,uniflora,Ericaceae,ecto,Medium
62687,Vaccinium stamineum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Vaccinium stamineum,Vaccinium,stamineum,Ericaceae,erm,Medium
62688,Acalypha gracilens,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Acalypha gracilens,Acalypha,gracilens,Euphorbiaceae,am,Medium
62689,Cnidoscolus stimulosus,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Cnidoscolus urens,Cnidoscolus,urens,Euphorbiaceae,am,Medium
62690,Euphorbia pubentissima,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Euphorbia pubentissima,Euphorbia,pubentissima,Euphorbiaceae,am,Medium
62691,Tragia urens,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Tragia urens,Tragia,urens,Euphorbiaceae,am,Medium
62692,Tragia urticifolia,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Tragia urticifolia,Tragia,urticifolia,Euphorbiaceae,am,Medium
62693,Quercus nigra,37.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Quercus nigra,Quercus,nigra,Fagaceae,ecto,Medium
62694,Quercus phellos,1.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Quercus phellos,Quercus,phellos,Fagaceae,ecto,Medium
62695,Quercus virginiana,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Quercus virginiana,Quercus,virginiana,Fagaceae,ecto,Medium
62696,Gentiana villosa,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Gentiana villosa,Gentiana,villosa,Gentianaceae,am,Medium
62697,Hypericum hypericoides,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Hypericum hypericoides,Hypericum,hypericoides,Hypericaceae,am,Medium
62698,Hypoxis sessilis,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Hypoxis sessilis,Hypoxis,sessilis,Hypoxidaceae,am,Medium
62699,Carya alba,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Carya alba,Carya,alba,Juglandaceae,ecto,Medium
62700,Carya cordiformis,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Carya cordiformis,Carya,cordiformis,Juglandaceae,ecto,Medium
62701,Callicarpa americana,7.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Callicarpa americana,Callicarpa,americana,Lamiaceae,am,Medium
62702,Sassafras albidum,1.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Sassafras albidum,Sassafras,albidum,Lauraceae,am,Medium
62703,Desmodium paniculatum,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Desmodium paniculatum,Desmodium,paniculatum,Leguminosae,nfix,Medium
62704,Erythrina herbacea,0.5,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Erythrina herbacea,Erythrina,herbacea,Leguminosae,nfix,Medium
62705,Centrosema virginianum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Centrosema virginianum,Centrosema,virginianum,Leguminosae,nfix,Medium
62706,Chamaecrista nictitans,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Chamaecrista nictitans,Chamaecrista,nictitans,Leguminosae,nfix,Medium
62707,Clitoria mariana,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Clitoria mariana,Clitoria,mariana,Leguminosae,nfix,Medium
62708,Desmodium ciliare,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Desmodium ciliare,Desmodium,ciliare,Leguminosae,nfix,Medium
62709,Desmodium floridanum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Desmodium floridanum,Desmodium,floridanum,Leguminosae,nfix,Medium
62710,Desmodium glabellum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Desmodium glabellum,Desmodium,glabellum,Leguminosae,nfix,Medium
62711,Desmodium laevigatum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Desmodium laevigatum,Desmodium,laevigatum,Leguminosae,nfix,Medium
62712,Desmodium marilandicum,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Desmodium marilandicum,Desmodium,marilandicum,Leguminosae,nfix,Medium
62713,Desmodium nuttallii,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Desmodium nuttallii,Desmodium,nuttallii,Leguminosae,nfix,Medium
62714,Galactia volubilis,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Galactia regularis,Galactia,regularis,Leguminosae,nfix,Medium
62715,Lespedeza procumbens,0.1,percent,Percent cover,2007,93,"Tall Timbers Research Station, FL, USA",TallTimbers,W3A,U,0.3333333,W3AU-0.3333333,W3AU-0.3333333,W3A-0.3333333,15.66667,47,1960,2007,P,FEB-APR,Lespedeza procumbens,Lespedeza,procumbens,Leguminosae,nfix,Medium
